Target,,,,,Accounts,,,,,,API Calls,,,,,,Algorithm,Supported Algorithms,,,,,,,,,,Modes,,,,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Credential ID Length,Credential ID Unused,,,Allow Credentials,Non-Discoverable Identification,Discoverable Identification,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Backup Eligible,,Signature,Signature Counter,,,,,Account Enumeration,,,Registration,,,Authentication,,,Responsible Disclosure,,,
usesarchbtw.lol,usesarchbtw.lol,465090,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud 66,cloud66.com,465671,AM,,TRUE,TRUE,TRUE,https://app.cloud66.com/users/sign_in,https://app.cloud66.com/tfa/fido/registration,-,"{
  ""rp"": {
    ""name"": ""Cloud 66"",
    ""id"": ""app.cloud66.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""OTUzOTU""
  },
  ""challenge"": ""8SXGe51f5M_SrtqqmCDhJEFRdlSGO87WzK4g0e3HB58"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 120000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""extensions"": {}
}","{
  ""origin"": ""https://app.cloud66.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""O59tuyDVNmBPcktQ4a_s6NlDuv1-dDjMhtGUTf8ub0o"",
  ""timeout"": 120000,
  ""rpId"": ""app.cloud66.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""y2bnfOO3cQwbir2F9xQxf_96APpmzQlZcG6Ee_FkJbo""
    }
  ],
  ""userVerification"": ""discouraged"",
  ""extensions"": {
    ""appid"": ""https://app.cloud66.com""
  }
}","{
  ""origin"": ""https://app.cloud66.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
N/A,canva-dev.com,469845,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitea,thebrokenrail.com,470809,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,nab.no,472349,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,hardanger-folkeblad.no,478749,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,iharstad.no,480366,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InfoAnywhere,infoanywhere.ca,481186,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,austagderblad.no,483887,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,indre.no,490046,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,eub.no,492134,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,nordhordland.no,492781,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitea,torsion.org,496800,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,noblad.no,496852,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,ringsaker-blad.no,497091,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,ilam.ac.ir,499228,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,kvinnheringen.no,501316,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,bodonu.no,504253,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustelem,wallix.com,504829,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,kv.no,508323,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,varingen.no,509908,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Userify,userify.com,511909,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitea,axenov.dev,511951,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,jarlsbergavis.no,518548,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,raumnes.no,522195,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuudium,ope.ee,525255,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEMBA Financial Credit Union,kemba.org,539427,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,sellmonitor.com,547834,,,Registration Error,,,https://sellmonitor.com/signup/,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UserLock,isdecisions.com,570416,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
techbookfest,techbookfest.org,577013,AM,LJ,TRUE,TRUE,TRUE,https://techbookfest.org/user/signin,https://techbookfest.org/mypage/setting,-,"{
  ""rp"": {
    ""name"": ""TechBookFest"",
    ""id"": ""techbookfest.org""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""blVuR0NOTm14NzRiTENtdng4WHBmNg""
  },
  ""challenge"": ""W5MUzmTiMI58_PYxF_NouJmo3gTNpmP-dyn7AsUJquY"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U5UF6XLYeljjL3o3KBT42RIOgWlHx77EISJIo_bSuWI"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""AilY9O3F36-jH7U3Vm-WZXw7LgyYsiXjsmvkNfZrgPk"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""WtBfHG8f_C8BompWJtFkkG4yxMV_XpNlaBURrUZSmxA"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""MWblrSdjDJ-h3mvfOS8g6BsGIsmQow6lUl3Kf0SnXQc"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""preferred"",
    ""requireResidentKey"": false,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""none""
}","{
  ""origin"": ""https://techbookfest.org"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""oGfkS-C0E2Xr9TYkFR3pBtgaStiBSItXl8-zGXcg1cU"",
  ""timeout"": 300000,
  ""rpId"": ""techbookfest.org"",
  ""allowCredentials"": [],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://techbookfest.org"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Success,Failure,Failure,Failure,Failure,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Failure,Failure,Failure,Failure,Failure,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
aID,lofot-tidende.no,580560,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,rc.today,581383,,,Foreign phone required,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,solabladet.no,584422,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,auraavis.no,587536,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,krs.no,589342,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,rastavanger.no,590386,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,vestbyavis.no,591187,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,rha.no,593082,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authsignal,authsignal.com,594352,AM,,TRUE,TRUE,TRUE,https://portal.authsignal.com/users/sign_in,https://mfa.authsignal.com/settings?tenantId=65e332e2-afc4-4430-aaec-ddc4ff41d6eb&region=us,[Email],"{
  ""rp"": {
    ""name"": ""Authsignal"",
    ""id"": ""authsignal.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""ZjU5NGE3NjgtNDVhNS00NTEwLTkyMWYtMGU2MDBkZDZkZmU3""
  },
  ""challenge"": ""tOKgmENWJ5o5JxJTau4n1rvRcpcqxRJz9MX-wJ4eddQ"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""requireResidentKey"": true,
    ""userVerification"": ""required""
  },
  ""attestation"": ""none"",
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://mfa.authsignal.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""O8mxKZYfiOY0tMTcJBHqc2O3IrrE9cBDguRox3ytqJ4"",
  ""timeout"": 60000,
  ""rpId"": ""authsignal.com"",
  ""allowCredentials"": [],
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://portal.authsignal.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Success,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
aID,strandbuen.no,599725,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Cod 5,capecodfive.com,605856,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Kosmos Block ID,1kosmos.com,607494,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,rathbones.com,609585,,,Website down,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,gbnett.no,622999,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,rablad.no,631888,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zitadel,zitadel.com,636428,AM,,TRUE,TRUE,TRUE,https://zitadel.com/login,https://zitadel.com/admin/users/me?id=security,Email,"{
  ""rp"": {
    ""name"": ""ZITADEL"",
    ""id"": ""zitadel.cloud""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donald Demoson"",
    ""id"": ""MzI5MjczOTA1MTQ1NTY5MDEx""
  },
  ""challenge"": ""FeVNKRPV3oOyZC1lBNgGTnq-MOcrJjVbPm9yRs_b5k4"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""authenticatorSelection"": {
    ""userVerification"": ""required""
  },
  ""attestation"": ""none""
}","{
  ""origin"": ""https://zitadel.cloud"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""4M7IZY4kSJuWzyFJrQA0jzTBdX0-EWJ4jIc_txYAsDY"",
  ""timeout"": 300000,
  ""rpId"": ""zitadel.cloud"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""MWblrSdjDJ-h3mvfOS8g6BsGIsmQow6lUl3Kf0SnXQc""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""WtBfHG8f_C8BompWJtFkkG4yxMV_XpNlaBURrUZSmxA""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""AilY9O3F36-jH7U3Vm-WZXw7LgyYsiXjsmvkNfZrgPk""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""U5UF6XLYeljjL3o3KBT42RIOgWlHx77EISJIo_bSuWI""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""uHO4Pf2UzYBy1O-0xAuth0FAXKaZE2QL8mAKpa_8_ac""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""UzSoQeYct7kSSKoJ8TgJ7sp031Y_BetsBhYruvaWq2E""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""v6XSPYelGMoMylBZ3EtUZ2vTut52LwSAnyh-QEHbh0M""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""AwoFr7D1-yn31dCW85YTaLaY6I7lOWSxB6fDAayEPhA""
    }
  ],
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://zitadel.cloud"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Failure,TRUE,TRUE,TRUE,Complete the fields below to get started,Asks for password,User can choose between password and passkey,User could not be found,Asks for password,User can choose between password and passkey,,,,
Gitea,openpunk.com,645353,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,fanaposten.no,662371,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,aasanetidende.no,664591,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,nyetroms.no,664789,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daon,daon.com,684866,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitea,lsd.cat,694223,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAASPASS,saaspass.com,695385,,,Business email required,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,r-a.no,698287,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,alt.no,698992,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
